PDB,SET,pK
5nzp,Train,2.19
5nzq,Train,2.03
5o07,Train,7.47
5o0a,Train,3.24
5o0b,Train,4.18
5o0j,Train,4.77
5o1a,Train,4.52
5o1b,Train,4.7
5o1c,Train,3.95
5o1d,Train,4.66
5o1e,Train,4.48
5o1f,Train,4.52
5o1g,Train,3.94
5o1h,Train,4.85
5o1i,Train,5.4
5o22,Train,8.0
5o2d,Train,5.68
5o3q,Train,5.68
5o3r,Train,5.0
5o4f,Train,6.68
5o4z,Train,6.07
5o55,Train,4.7
5o58,Train,6.72
5o5a,Train,4.77
5o9o,Train,4.89
5o9p,Train,5.09
5o9q,Train,5.21
5o9r,Train,5.39
5o9y,Train,5.34
5oa2,Train,5.01
5oa6,Train,5.51
5oah,Train,8.31
5oax,Train,7.57
5obj,Train,4.78
5obr,Train,5.36
5oci,Train,8.05
5odx,Train,6.71
5ody,Train,8.4
5oei,Train,5.8
5ofi,Train,4.2
5ofu,Train,4.2
5ofw,Train,2.8
5ogl,Train,4.31
5oh1,Train,4.41
5oh2,Train,4.24
5oh3,Train,3.87
5oh4,Train,4.55
5oh7,Train,4.37
5oh9,Train,3.86
5oha,Train,4.89
5oje,Train,5.21
5oku,Train,6.26
5olk,Train,6.0
5om2,Train,4.06
5om3,Train,4.1
5om7,Train,5.74
5oot,Train,7.55
5op2,Train,6.62
5op4,Train,6.71
5op5,Train,6.67
5opb,Train,7.62
5opr,Train,5.59
5ops,Train,5.06
5opu,Train,7.28
5opv,Train,7.29
5oq4,Train,7.6
5oq5,Train,7.7
5oq6,Train,7.56
5oq7,Train,6.49
5oq8,Train,5.85
5oqu,Train,3.61
5org,Train,8.4
5orh,Train,4.39
5orj,Train,4.77
5ork,Train,3.63
5orl,Train,4.82
5orr,Train,3.77
5ort,Train,3.05
5orv,Train,2.89
5orw,Train,3.1
5ory,Train,3.45
5orz,Train,3.36
5os0,Train,2.55
5os1,Train,3.31
5os2,Train,2.74
5os3,Train,2.43
5os4,Train,2.78
5os5,Train,3.39
5os7,Train,3.69
5os8,Train,3.98
5osd,Train,3.21
5ose,Train,3.17
5osk,Train,5.6
5osl,Train,3.43
5oss,Train,4.55
5ost,Train,4.56
5ot8,Train,4.2
5ot9,Train,4.07
5ota,Train,5.74
5otc,Train,4.71
5otr,Train,4.92
5otz,Train,5.19
5ou1,Train,6.07
5ou2,Train,3.22
5ou3,Train,6.21
5oug,Train,2.77
5ouh,Train,5.67
5ov8,Train,4.74
5ovc,Train,5.96
5ovp,Train,5.04
5ovr,Train,4.57
5ovv,Train,4.48
5ovx,Train,4.5
5ow1,Train,4.15
5owa,Train,5.46
5owf,Train,5.8
5owh,Train,5.92
5owl,Train,5.92
5oxk,Train,2.17
5oxl,Train,3.25
5q0d,Train,9.0
5q0e,Train,9.16
5q0f,Train,9.89
5q0g,Train,9.74
5q0h,Train,7.92
5qa4,Train,3.77
5qa5,Train,3.52
5qa6,Train,3.76
5qa7,Train,3.96
5qa8,Train,3.77
5qa9,Train,3.64
5qaa,Train,3.91
5qab,Train,3.65
5qac,Train,3.6
5qad,Train,3.77
5qae,Train,3.62
5qaf,Train,3.51
5qag,Train,3.7
5qah,Train,3.84
5qai,Train,3.82
5qaj,Train,3.48
5qak,Train,3.66
5qal,Train,3.46
5qam,Train,4.0
5qan,Train,3.96
5qao,Train,3.62
5qap,Train,4.0
5qaq,Train,3.54
5qar,Train,3.77
5qas,Train,3.72
5qat,Train,3.85
5qau,Train,4.15
5qav,Train,4.15
5qaw,Train,3.4
5qax,Train,3.8
5qay,Train,3.23
5qaz,Train,3.4
5qb0,Train,3.8
5qb1,Train,4.7
5qb2,Train,4.15
5qb3,Train,4.31
5qck,Train,7.64
5qcl,Train,7.96
5qcm,Train,6.96
5qcn,Train,8.22
5std,Train,10.49
5sve,Train,5.74
5svi,Train,5.17
5svk,Train,8.48
5svl,Train,8.55
5svx,Train,6.19
5svy,Train,6.13
5svz,Train,5.92
5swf,Train,6.26
5sxm,Train,8.54
5sym,Train,6.55
5syn,Train,6.62
5sz0,Train,9.1
5sz1,Train,8.92
5sz2,Train,8.7
5sz3,Train,8.6
5sz4,Train,9.7
5sz5,Train,7.7
5sz6,Train,7.0
5sz7,Train,9.7
5t18,Train,9.3
5t19,Train,4.49
5t1i,Train,3.92
5t1k,Train,6.28
5t1l,Train,6.62
5t1m,Train,5.82
5t2t,Train,6.29
5t35,Train,7.18
5t52,Train,9.28
5t54,Train,9.06
5t5g,Train,5.89
5t6j,Train,4.93
5t6z,Train,4.21
5t70,Train,3.99
5t78,Train,7.37
5t7s,Train,4.1
5t8o,Train,6.51
5t8p,Train,5.89
5t8q,Train,4.16
5t8r,Train,4.29
5t9u,Train,7.6
5t9w,Train,5.59
5t9z,Train,7.19
5ta2,Train,7.96
5ta4,Train,7.62
5tb6,Train,5.82
5tbe,Train,8.97
5tbm,Train,7.31
5tbp,Train,5.18
5tci,Train,6.88
5tcj,Train,7.38
5tco,Train,8.19
5tcy,Train,7.66
5tdb,Train,5.84
5tdr,Train,4.54
5tdw,Train,4.7
5tef,Train,5.4
5teg,Train,6.85
5tfx,Train,7.22
5th2,Train,4.52
5th4,Train,2.85
5tha,Train,3.85
5thi,Train,3.61
5thj,Train,2.87
5thn,Train,4.02
5ti0,Train,4.21
5tkj,Train,8.15
5tkk,Train,8.28
5tks,Train,7.17
5tkt,Train,8.49
5tku,Train,9.8
5tln,Train,6.37
5tmn,Test,8.04
5tmp,Train,7.47
5tp0,Train,5.44
5tpb,Train,2.59
5tpc,Train,3.0
5tpx,Train,6.55
5tq1,Train,5.49
5tqe,Train,6.72
5tqg,Train,9.62
5tqs,Train,5.86
5trf,Train,9.06
5tt3,Train,6.71
5tt8,Train,6.5
5ttf,Train,6.21
5ttg,Train,7.34
5ttw,Train,5.96
5tuo,Train,6.49
5tus,Train,4.43
5tuy,Train,6.35
5tuz,Train,7.4
5tv1,Train,7.24
5tv3,Train,8.09
5tvn,Train,9.04
5tw2,Train,7.3
5tw5,Train,7.42
5twg,Train,6.17
5twh,Train,6.55
5twj,Train,5.25
5two,Train,8.09
5txy,Train,5.46
5ty1,Train,5.21
5ty8,Train,5.46
5ty9,Train,5.21
5tya,Train,4.48
5tzd,Train,5.74
5tzf,Train,5.8
5tzg,Train,5.8
5tzo,Train,5.23
5u0d,Train,4.54
5u0e,Train,5.11
5u0f,Train,5.47
5u0g,Train,4.58
5u0w,Train,4.24
5u0z,Train,6.19
5u11,Train,5.35
5u12,Train,5.07
5u13,Train,5.41
5u14,Train,5.34
5u28,Train,7.17
5u2j,Train,5.92
5u49,Train,6.14
5u4b,Train,5.74
5u4d,Train,6.33
5u4x,Train,8.15
5u5l,Train,4.85
5u69,Train,6.22
5u6b,Train,9.89
5u6d,Train,8.59
5u6j,Train,7.64
5u6k,Train,5.22
5u8a,Train,7.89
5u8f,Train,7.96
5u98,Train,9.7
5u9i,Train,7.31
5uc1,Train,7.85
5uc4,Train,6.46
5uch,Train,6.01
5uci,Train,5.37
5ucj,Train,6.36
5ueu,Train,7.78
5uex,Train,8.82
5uey,Train,8.29
5uez,Train,6.01
5uf0,Train,3.8
5ufc,Train,5.16
5uff,Train,4.24
5ufi,Train,8.4
5ufo,Train,7.43
5ufp,Train,7.37
5ufr,Train,8.7
5ufs,Train,8.49
5uga,Train,6.79
5ugb,Train,6.79
5ugh,Train,6.77
5ujv,Train,3.6
5uk8,Train,6.4
5ukj,Train,7.16
5ul1,Train,6.64
5ul6,Train,8.22
5ula,Train,7.11
5uln,Train,7.85
5ulp,Train,4.61
5ult,Train,10.85
5umw,Train,4.23
5umx,Train,5.96
5umy,Train,6.97
5umz,Train,7.12
5unf,Train,9.47
5ung,Train,9.47
5unh,Train,9.46
5unj,Train,6.62
5unp,Train,10.02
5uoo,Train,8.85
5uov,Train,10.6
5upe,Train,8.05
5upf,Train,8.6
5upj,Train,7.12
5upz,Train,9.2
5ur9,Train,6.05
5ura,Train,6.4
5usy,Train,7.51
5usz,Train,6.97
5ut0,Train,5.88
5ut4,Train,4.38
5ut6,Train,4.24
5uv1,Train,5.62
5uv2,Train,4.4
5uv5,Train,7.7
5uw5,Train,5.96
5uwi,Train,5.8
5uwj,Train,5.7
5uwk,Train,8.64
5uwp,Train,5.8
5uxf,Train,7.06
5uxm,Train,5.44
5uxn,Train,4.64
5uzk,Train,6.74
5v0n,Train,7.17
5v13,Train,7.63
5v1y,Train,8.15
5v2l,Train,3.54
5v2p,Train,8.29
5v2q,Train,8.28
5v35,Train,6.96
5v3r,Train,5.3
5v4b,Train,6.0
5v5y,Train,7.87
5v6u,Train,2.26
5v6y,Train,8.47
5v79,Train,6.41
5v7a,Train,6.38
5v82,Train,10.15
5v8h,Train,4.11
5v8j,Train,5.57
5v8p,Train,4.99
5vad,Train,9.12
5var,Train,4.09
5vb5,Train,6.46
5vb6,Train,6.37
5vb7,Train,6.72
5vb9,Train,5.89
5vc3,Train,7.11
5vc4,Train,7.36
5vc5,Train,7.96
5vc6,Train,7.87
5vcv,Train,6.82
5vcw,Train,5.96
5vcx,Train,5.55
5vcy,Train,6.57
5vcz,Train,6.35
5vd0,Train,6.49
5vd1,Train,6.0
5vd2,Train,7.1
5vd3,Train,5.55
5vdk,Train,7.57
5vdp,Train,4.05
5vdt,Train,4.68
5vfj,Train,4.7
5vfm,Train,3.82
5vgy,Train,4.18
5vi6,Train,8.52
5vih,Train,7.49
5vii,Train,7.29
5vij,Train,7.61
5vja,Train,6.59
5vjn,Train,5.06
5vjp,Train,4.83
5vkc,Train,8.74
5vkm,Train,3.55
5vl2,Train,8.42
5vlh,Train,6.8
5vll,Train,6.37
5vm0,Train,8.8
5vnb,Train,5.3
5vo1,Train,8.15
5vo2,Train,6.81
5voj,Train,8.44
5vp9,Train,8.99
5vqi,Train,6.25
5vr8,Train,6.87
5vs6,Train,6.98
5vsb,Train,5.12
5vsc,Train,6.29
5vsd,Train,7.24
5vse,Train,5.97
5vsf,Train,7.03
5vsj,Train,4.02
5vwi,Train,4.84
5vwk,Train,5.48
5vyy,Train,6.21
5vzu,Train,5.57
5vzy,Train,8.49
5w10,Train,6.62
5w1e,Train,5.24
5w3i,Train,5.8
5w44,Train,6.44
5w4r,Train,7.48
5w4v,Train,7.15
5w5s,Train,7.77
5w5u,Train,7.19
5w6r,Train,7.57
5w6t,Train,7.57
5w6u,Train,5.49
5w73,Train,6.3
5w7i,Train,4.95
5w7j,Train,6.1
5w7u,Train,8.05
5w7x,Train,4.1
5w8j,Train,6.43
5w92,Train,7.7
5w99,Train,4.68
5w9g,Train,6.82
5wa1,Train,4.17
5wa4,Train,5.89
5wa7,Train,6.4
5wa8,Train,6.23
5wa9,Train,6.76
5wal,Train,8.77
5wap,Train,6.52
5wb3,Train,7.22
5wb6,Train,10.7
5wbm,Train,4.7
5wbo,Train,4.21
5wbp,Train,4.36
5wcm,Train,4.0
5wdc,Train,6.4
5wdw,Train,6.54
5we9,Train,7.22
5web,Train,8.0
5wef,Train,6.44
5wei,Train,5.7
5wev,Train,6.82
5wex,Train,7.18
5wf3,Train,5.85
5wf5,Train,7.65
5wf6,Train,7.83
5wfm,Train,6.52
5wfw,Train,6.1
5wg9,Train,5.59
5wgp,Train,5.62
5wic,Train,4.64
5wii,Train,4.49
5wio,Train,5.03
5wip,Train,4.71
5wir,Train,7.12
5wj6,Train,7.57
5wkf,Train,3.87
5wl0,Train,9.17
5wle,Train,5.72
5wlo,Train,10.82
5wlt,Train,6.81
5wlv,Train,8.52
5wmt,Train,5.86
5wou,Train,6.18
5wp5,Train,5.34
5wqc,Train,8.96
5wqd,Train,4.77
5wqj,Train,5.52
5wqk,Train,6.3
5wrs,Train,5.52
5ws3,Train,8.96
5wtt,Train,6.6
5wuk,Train,7.85
5wxf,Train,4.48
5wxg,Train,3.86
5wxh,Train,6.15
5wxo,Train,3.68
5wxp,Train,3.35
5wyx,Train,6.66
5wyz,Train,7.68
5wzr,Train,7.29
5x13,Train,5.21
5x4m,Train,2.92
5x4n,Train,4.17
5x4o,Train,4.06
5x4p,Train,5.03
5x4q,Train,7.11
5x54,Train,5.0
5x62,Train,6.42
5x72,Train,6.33
5x73,Train,6.74
5x74,Train,8.64
5x9o,Train,5.3
5xg5,Train,3.48
5xhs,Train,5.05
5xhz,Train,6.49
5xiw,Train,4.96
5xmx,Train,7.24
5xn3,Train,6.17
5xo2,Train,4.03
5xo7,Train,6.36
5xof,Train,4.01
5xpi,Train,5.28
5xs8,Train,5.41
5xsr,Train,7.69
5xsu,Train,6.74
5xup,Train,5.25
5xva,Train,7.29
5xvf,Train,6.15
5xvg,Train,8.05
5xwr,Train,5.98
5xxk,Train,8.2
5xyf,Train,5.98
5y0f,Train,6.68
5y0g,Train,6.7
5y0x,Train,5.11
5y12,Train,6.23
5y13,Train,5.94
5y1u,Train,5.12
5y20,Train,4.52
5y24,Train,8.34
5y2f,Train,5.15
5y59,Train,5.29
5y6k,Train,6.07
5y7w,Train,7.7
5y7z,Train,7.81
5y80,Train,8.79
5y8y,Train,7.09
5y94,Train,6.79
5ya5,Train,6.72
5yas,Train,3.26
5yba,Train,4.77
5ybe,Train,6.24
5ybi,Train,3.49
5yc1,Train,4.34
5yc2,Train,4.94
5yc3,Train,4.85
5yc4,Train,4.92
5yc8,Train,8.19
5yco,Train,4.59
5yf1,Train,3.28
5yfs,Train,4.86
5yft,Train,5.0
5ygd,Train,7.27
5ygf,Train,6.21
5yh8,Train,6.78
5yhe,Train,6.69
5yhg,Train,6.02
5yia,Train,5.52
5yie,Train,5.25
5yj8,Train,3.98
5yjb,Train,7.54
5yjm,Train,7.68
5yl2,Train,4.5
5ylj,Train,3.86
5yls,Train,5.29
5ylu,Train,8.62
5ylv,Train,6.82
5ypo,Train,7.1
5yqw,Train,7.51
5yto,Train,4.48
5ytu,Train,4.92
5yv5,Train,5.41
5yvt,Train,3.96
5yvx,Train,5.89
5ywx,Train,9.85
5yy4,Train,6.43
5yyb,Train,6.56
5yyf,Train,6.48
5yyz,Train,4.18
5yz2,Train,4.95
5z1c,Train,2.86
5z5f,Train,2.17
5z68,Train,5.89
5z7b,Train,4.89
5z7j,Train,6.6
5z89,Train,6.71
5z95,Train,6.55
5z99,Train,6.88
5za7,Train,5.87
5za8,Train,6.29
5za9,Train,6.74
5zae,Train,6.81
5zaf,Train,6.78
5zag,Train,6.97
5zah,Train,7.28
5zaj,Train,7.38
5zc5,Train,7.06
5zia,Train,6.52
5zk3,Train,8.74
5zk8,Train,8.89
5zkb,Train,8.7
5zkc,Train,8.19
5zku,Train,4.3
5zla,Train,4.3
5znp,Train,4.69
5zo8,Train,8.2
5zo9,Train,8.2
5zoo,Train,5.65
5zu0,Train,5.51
5zuj,Train,4.78
5zzw,Train,5.51
6a6w,Train,5.43
6abp,Train,6.36
6afa,Train,5.49
6afh,Train,6.12
6agg,Train,4.07
6am8,Train,4.89
6ami,Train,4.52
6an1,Train,5.35
6aol,Train,6.27
6aom,Train,6.2
6ap6,Train,5.37
6ap7,Train,5.34
6ap8,Train,5.1
6aps,Train,6.66
6apt,Train,6.05
6apu,Train,4.87
6apv,Train,6.96
6aqf,Train,8.67
6aqo,Train,6.11
6aqq,Train,6.55
6aqs,Train,7.55
6ar2,Train,6.41
6ar9,Train,5.18
6arj,Train,7.6
6asz,Train,4.72
6at0,Train,4.04
6atv,Train,8.22
6au5,Train,5.57
6axj,Train,5.0
6axk,Train,6.52
6axl,Train,7.11
6axp,Train,5.07
6ayh,Train,5.57
6ayi,Train,6.68
6ayn,Train,5.04
6ayo,Train,8.29
6ayq,Train,8.19
6ayr,Train,8.39
6azk,Train,5.64
6azl,Train,4.93
6b16,Train,7.49
6b1c,Train,6.95
6b1k,Train,6.67
6b27,Train,5.03
6b2c,Train,7.03
6b2q,Train,8.05
6b3v,Train,9.69
6b4d,Train,6.11
6b4l,Train,6.47
6b4n,Train,10.55
6b4u,Train,7.68
6b59,Train,8.09
6b5a,Train,7.94
6b5i,Train,5.96
6b5o,Train,8.33
6b5q,Train,8.24
6b5r,Train,8.77
6b5t,Train,8.66
6b67,Train,5.05
6b7a,Train,4.49
6b7b,Train,2.89
6b7c,Train,5.14
6b7d,Train,4.28
6b7e,Train,4.55
6b7f,Train,3.87
6b7h,Train,9.03
6b8y,Train,9.66
6b95,Train,5.15
6b96,Train,7.84
6b97,Train,6.63
6b98,Train,4.65
6baw,Train,5.38
6bbs,Train,9.89
6bc9,Train,9.43
6bdy,Train,5.69
6beb,Train,3.61
6bec,Train,4.01
6bed,Train,4.72
6beh,Train,4.09
6bgu,Train,6.28
6bgv,Train,6.74
6bgw,Train,6.68
6bgx,Train,6.33
6bgy,Train,6.82
6bgz,Train,6.39
6bh0,Train,6.66
6bh1,Train,7.22
6bh2,Train,5.62
6bh5,Train,6.6
6bhd,Train,5.03
6bhe,Train,4.62
6bhh,Train,3.76
6bhi,Train,4.25
6bhv,Train,5.23
6bj3,Train,4.77
6bm5,Train,5.84
6bm6,Train,4.68
6bnl,Train,6.96
6bqg,Train,8.93
6bqh,Train,9.8
6bt6,Train,5.91
6bu0,Train,5.96
6bu3,Train,6.55
6buu,Train,5.44
6bvb,Train,6.71
6bw2,Train,7.68
6c0s,Train,7.05
6c1s,Train,8.52
6c28,Train,4.17
6c3e,Train,7.2
6c4d,Train,9.04
6c4u,Train,6.1
6c5f,Train,4.48
6c7q,Train,9.15
6c7w,Train,5.47
6c7x,Train,7.19
6c91,Train,6.19
6c99,Train,5.62
6cb5,Train,5.37
6cbf,Train,5.17
6cbg,Train,3.95
6cbh,Train,6.29
6cct,Train,4.14
6ccu,Train,4.45
6cd8,Train,4.71
6cd9,Train,4.42
6cdc,Train,5.6
6cdg,Train,5.72
6cdj,Train,11.7
6cdl,Train,10.92
6cdm,Train,9.09
6cdo,Train,8.97
6cdp,Train,8.79
6ce2,Train,6.3
6ce6,Train,5.1
6ced,Train,5.82
6cf6,Train,5.24
6cfc,Train,3.68
6cfd,Train,7.86
6cgt,Train,6.0
6chh,Train,5.57
6chl,Train,8.05
6chn,Train,7.96
6chp,Train,10.12
6cjv,Train,5.66
6ckc,Train,8.22
6ckr,Train,7.3
6cks,Train,7.82
6ckw,Train,9.08
6clv,Train,4.88
6cms,Train,5.82
6cn5,Train,7.7
6coj,Train,6.4
6cpa,Train,11.52
6cpw,Train,8.25
6csp,Train,8.52
6csq,Train,6.39
6csr,Train,6.84
6css,Train,7.6
6ct7,Train,7.0
6cve,Train,6.8
6cvf,Train,6.35
6cvv,Train,4.12
6cvw,Train,8.15
6cvx,Train,7.68
6cvy,Train,8.41
6cwf,Train,7.54
6cwh,Train,7.54
6cwi,Train,7.54
6cwn,Train,6.65
6czb,Train,4.33
6czc,Train,4.78
6czd,Train,3.85
6cze,Train,4.03
6czi,Train,6.25
6d1u,Train,5.44
6d28,Train,6.7
6d2o,Train,5.3
6d50,Train,5.05
6d55,Train,7.36
6d56,Train,8.05
6d5e,Train,6.85
6d5g,Train,6.6
6d5h,Train,6.92
6d5j,Train,6.34
6d9x,Train,3.49
6dai,Train,4.07
6dak,Train,5.14
6dar,Train,6.66
6das,Train,8.31
6df1,Train,6.56
6df2,Train,7.24
6dh0,Train,10.59
6dh1,Train,10.58
6dh2,Train,10.89
6dh6,Train,9.93
6dh7,Train,9.88
6dh8,Train,9.84
6dhc,Train,7.96
6dif,Train,10.72
6dik,Train,5.07
6dil,Train,8.12
6dj1,Train,10.51
6dj2,Train,8.12
6dj5,Train,8.14
6dj7,Train,8.72
6djc,Train,6.63
6dkb,Train,9.15
6dkg,Train,8.59
6dki,Train,8.64
6dm8,Train,7.28
6dne,Train,7.48
6dq4,Train,4.92
6dq5,Train,5.19
6dq6,Train,5.07
6dq8,Train,6.59
6drt,Train,4.97
6dry,Train,9.43
6dub,Train,4.74
6dxl,Train,5.8
6e2o,Train,8.54
6e49,Train,4.72
6e4a,Train,7.36
6e7j,Train,9.48
6e8k,Train,6.04
6e8m,Train,6.28
6e9a,Train,11.92
6ea1,Train,6.59
6ea2,Train,6.55
6eaa,Train,6.09
6eab,Train,6.37
6ebe,Train,6.7
6ecz,Train,6.57
6eda,Train,6.7
6edr,Train,4.55
6ee2,Train,6.71
6ee3,Train,6.86
6ee4,Train,6.69
6ee6,Train,6.67
6eea,Train,6.2
6eed,Train,6.09
6eee,Train,7.54
6eeh,Train,6.54
6eeo,Train,6.43
6egs,Train,3.59
6ei5,Train,7.42
6eif,Train,6.98
6eij,Train,5.77
6eip,Train,5.7
6eiq,Train,6.42
6eir,Train,6.24
6eis,Train,6.6
6eiz,Train,6.22
6ej2,Train,7.8
6ej3,Train,5.93
6ej4,Train,6.8
6ekq,Train,5.46
6el5,Train,6.88
6eln,Train,6.05
6elo,Train,6.29
6elp,Train,6.63
6emu,Train,5.03
6en5,Train,7.94
6en6,Train,7.94
6eo8,Train,7.0
6eo9,Train,6.8
6eog,Train,5.8
6eol,Train,7.43
6ep4,Train,5.35
6epa,Train,5.95
6epy,Train,6.46
6epz,Train,7.14
6eq1,Train,4.61
6eq8,Train,8.0
6eqp,Train,5.96
6equ,Train,6.38
6eqv,Train,6.62
6eqw,Train,10.65
6eqx,Train,10.47
6er3,Train,3.24
6er4,Train,2.77
6esj,Train,5.68
6et8,Train,8.25
6euw,Train,7.77
6eux,Train,5.92
6evn,Train,4.71
6evo,Train,5.17
6evp,Train,4.53
6evr,Train,8.06
6eww,Train,5.05
6ex1,Train,7.31
6exi,Train,5.05
6exj,Train,4.33
6exs,Train,3.44
6ey8,Train,5.81
6ey9,Train,5.91
6eya,Train,7.48
6eyb,Train,5.37
6eyt,Train,5.72
6ezi,Train,5.31
6ezq,Train,4.66
6f05,Train,4.47
6f08,Train,5.39
6f09,Train,5.97
6f1j,Train,4.62
6f1n,Train,6.26
6f20,Train,4.31
6f28,Train,5.67
6f29,Train,5.49
6f3b,Train,6.56
6f3f,Train,4.52
6f4w,Train,5.53
6f4x,Train,4.97
6f5u,Train,3.54
6f5w,Train,3.83
6f6i,Train,3.19
6f6n,Train,3.02
6f6s,Train,2.89
6f7q,Train,8.96
6f7t,Train,9.44
6f8g,Train,4.18
6f90,Train,6.0
6f92,Train,6.4
6f9g,Train,5.7
6f9r,Train,4.97
6f9t,Train,7.86
6f9u,Train,5.13
6f9v,Train,6.76
6fa2,Train,6.66
6fa3,Train,7.42
6fa4,Train,7.29
6fa5,Train,6.75
6faa,Train,6.75
6fac,Train,6.75
6faf,Train,6.51
6fam,Train,4.01
6fap,Train,2.15
6fau,Train,5.44
6fav,Train,5.33
6faw,Train,5.57
6fba,Train,4.7
6fbw,Train,4.78
6fby,Train,5.03
6fc6,Train,5.25
6fcl,Train,4.64
6fe0,Train,6.48
6fe1,Train,8.48
6fgf,Train,3.96
6fgg,Train,4.77
6fhk,Train,7.51
6fhq,Train,2.47
6fhu,Train,2.64
6fi1,Train,2.15
6fi4,Train,5.66
6fi5,Train,5.52
6fii,Train,8.02
6fiv,Train,8.08
6fjf,Train,8.17
6fjm,Train,6.24
6fky,Train,6.49
6flg,Train,7.52
6fmc,Train,5.88
6fmf,Train,5.88
6fmi,Train,5.03
6fmj,Train,6.12
6fmk,Train,4.67
6fnf,Train,7.89
6fng,Train,7.14
6fni,Train,8.22
6fnj,Train,6.85
6fnq,Train,4.59
6fnr,Train,5.59
6fns,Train,4.03
6fnt,Train,4.68
6fo5,Train,6.72
6fs0,Train,9.77
6fs1,Train,7.01
6fsd,Train,4.24
6fse,Train,4.74
6ftp,Train,5.82
6ftz,Train,3.0
6fu4,Train,6.19
6fug,Train,4.3
6fuh,Train,3.77
6fui,Train,4.46
6fuj,Train,4.3
6fut,Train,4.7
6fv4,Train,2.92
6fx1,Train,3.98
6fyz,Train,7.41
6g0q,Train,4.61
6g0z,Train,5.32
6g14,Train,5.49
6g15,Train,5.37
6g22,Train,7.56
6g2l,Train,7.17
6g2m,Train,7.82
6g2n,Train,7.14
6g34,Train,8.24
6g35,Train,7.76
6g36,Train,7.79
6g37,Train,7.37
6g38,Train,6.62
6g39,Train,8.34
6g3a,Train,8.38
6g3o,Train,9.24
6g3q,Train,7.24
6g3v,Train,6.04
6g46,Train,3.73
6g47,Train,2.18
6g4y,Train,8.82
6g4z,Train,9.77
6g6y,Train,6.66
6g6z,Train,6.66
6g84,Train,5.21
6g85,Train,5.21
6g86,Train,4.49
6g98,Train,6.15
6g9b,Train,3.24
6g9i,Train,3.93
6g9u,Train,6.43
6gbx,Train,7.7
6ge7,Train,6.06
6gf9,Train,6.39
6gfs,Train,6.54
6gfx,Train,7.92
6gfy,Train,6.61
6gfz,Train,5.51
6gg4,Train,3.69
6ggv,Train,7.54
6ghh,Train,6.71
6ghj,Train,2.16
6ghp,Train,9.36
6gji,Train,3.87
6gjj,Train,3.7
6gjl,Train,3.86
6gjm,Train,3.58
6gjn,Train,6.22
6gjr,Train,3.74
6gl8,Train,8.61
6gl9,Train,6.87
6gla,Train,7.57
6glb,Train,6.89
6gmq,Train,2.3
6gmx,Train,2.17
6gnm,Train,4.26
6gnp,Train,4.55
6gnr,Train,5.44
6gnw,Train,4.99
6gon,Train,5.67
6goo,Train,5.67
6got,Train,9.4
6gpb,Train,4.85
6gr7,Train,5.5
6grp,Train,5.48
6gu2,Train,5.8
6gu3,Train,5.36
6gu6,Train,5.74
6gu7,Train,5.81
6gub,Train,7.64
6guc,Train,7.6
6gue,Train,8.4
6guf,Train,6.65
6guh,Train,7.59
6guk,Train,6.15
6gvz,Train,6.4
6gw1,Train,5.14
6gw4,Train,5.92
6gwr,Train,8.1
6gzd,Train,8.01
6gzl,Train,5.14
6gzm,Train,8.26
6h0b,Train,4.15
6h1u,Train,5.32
6h29,Train,5.62
6h2t,Train,4.82
6h2z,Train,9.3
6h33,Train,9.22
6h34,Train,9.3
6h36,Train,9.35
6h37,Train,8.59
6h38,Train,8.11
6h41,Train,7.05
6h5w,Train,10.8
6h5x,Train,10.82
6h7b,Train,7.48
6h7j,Train,8.62
6h7k,Train,9.31
6h7l,Train,8.97
6h7m,Train,7.8
6h7n,Train,8.46
6h7o,Train,9.85
6h8s,Train,4.42
6h96,Train,8.68
6hai,Train,7.94
6hd6,Train,5.7
6hgz,Train,5.97
6hh3,Train,6.24
6hh5,Train,4.27
6hke,Train,7.68
6hlx,Train,7.17
6hly,Train,7.33
6hlz,Train,7.33
6hm2,Train,7.33
6hm4,Train,5.67
6hmg,Train,4.94
6hoy,Train,4.48
6hpg,Train,5.5
6hpw,Train,6.09
6hqy,Train,6.44
6hrq,Train,7.09
6hsh,Train,7.55
6ht1,Train,7.11
6htg,Train,7.17
6iiu,Train,7.96
6iiv,Train,6.85
6m9t,Train,7.7
6ma1,Train,8.1
6ma2,Train,5.39
6ma3,Train,8.3
6ma4,Train,7.35
6ma5,Train,8.1
6mi6,Train,4.54
6mil,Train,5.41
6mim,Train,5.7
6min,Train,3.91
6miq,Train,4.55
6mj7,Train,2.82
6mjf,Train,5.16
6mnf,Train,5.89
6msy,Train,7.0
6mu3,Train,6.15
6mub,Train,7.0
6mvu,Train,2.89
6mwe,Train,9.2
6mxe,Train,4.26
6q3q,Train,4.45
6rnt,Train,2.37
6std,Train,8.64
6tim,Train,3.21
6upj,Train,6.32
7abp,Train,6.46
7gpb,Train,5.52
7hvp,Train,9.62
7kme,Train,4.4
7std,Train,10.72
7upj,Train,8.49
830c,Train,9.28
8a3h,Train,4.06
8abp,Train,8.0
8cpa,Train,9.15
8gpb,Train,3.6
966c,Train,7.64
9abp,Train,8.0
9hvp,Train,8.35
9icd,Train,3.9
